3.078452646732330322e-01 3.161370456218719482e-01
2.932305037975311279e-01 3.468700647354125977e-01
2.862336635589599609e-01 3.471542596817016602e-01
2.814932763576507568e-01 2.841660380363464355e-01
2.706532478332519531e-01 2.789419591426849365e-01
2.700870633125305176e-01 2.905056476593017578e-01
2.691664397716522217e-01 2.787213325500488281e-01
2.639791369438171387e-01 2.804504632949829102e-01
2.638493478298187256e-01 2.729971706867218018e-01
2.626396715641021729e-01 2.871280014514923096e-01
2.595958411693572998e-01 2.625680267810821533e-01
2.594489157199859619e-01 2.683095037937164307e-01
2.583530545234680176e-01 2.681047022342681885e-01
2.581935226917266846e-01 2.781367897987365723e-01
2.532795965671539307e-01 2.983732521533966064e-01
2.514852583408355713e-01 2.785753309726715088e-01
2.481492310762405396e-01 2.490571737289428711e-01
2.481176853179931641e-01 2.624830007553100586e-01
2.451451420783996582e-01 2.593132853507995605e-01
2.397201806306838989e-01 3.541161715984344482e-01
2.394141703844070435e-01 2.680121958255767822e-01
2.384967803955078125e-01 2.390270382165908813e-01
2.378272563219070435e-01 2.545238435268402100e-01
2.374972105026245117e-01 2.825653254985809326e-01
2.367834597826004028e-01 2.567088603973388672e-01
2.364463359117507935e-01 3.364487886428833008e-01
2.351191043853759766e-01 2.660342752933502197e-01
2.304845750331878662e-01 2.433336973190307617e-01
2.290463894605636597e-01 3.642786145210266113e-01
2.284886837005615234e-01 2.404682636260986328e-01
2.277574241161346436e-01 2.349718213081359863e-01
2.240011692047119141e-01 2.380577474832534790e-01
2.233438491821289062e-01 2.477777302265167236e-01
2.232626378536224365e-01 2.569632828235626221e-01
2.225639075040817261e-01 2.704151868820190430e-01
2.219012230634689331e-01 2.766184806823730469e-01
2.212865054607391357e-01 2.351497411727905273e-01
2.208155840635299683e-01 2.303091734647750854e-01
2.199452668428421021e-01 3.354195058345794678e-01
2.198012471199035645e-01 3.316848278045654297e-01
2.188077419996261597e-01 2.693755626678466797e-01
2.185833156108856201e-01 3.687921464443206787e-01
2.181333452463150024e-01 2.334907203912734985e-01
2.150622010231018066e-01 2.330936789512634277e-01
2.139792144298553467e-01 2.248875051736831665e-01
2.135109752416610718e-01 2.802787125110626221e-01
2.134538292884826660e-01 3.347505033016204834e-01
2.132861465215682983e-01 3.588655292987823486e-01
2.129745781421661377e-01 2.677165865898132324e-01
2.126370668411254883e-01 2.129757255315780640e-01
2.117467969655990601e-01 3.248262405395507812e-01
2.104569673538208008e-01 2.280861884355545044e-01
2.098411768674850464e-01 2.212608903646469116e-01
